time,recorded_data,Analog,Voltage [V],Temperature [C],Year,Month,Weekday,Hour,Minute,Second
2025-01-09 10:55:42.736583,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,55,42
2025-01-09 10:55:43.237222,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,55,43
2025-01-09 10:55:43.737953,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,55,43
2025-01-09 10:55:44.238690,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,55,44
2025-01-09 10:55:44.739046,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,55,44
2025-01-09 10:55:45.239750,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,55,45
2025-01-09 10:55:45.740388,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,55,45
2025-01-09 10:55:46.241083,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,55,46
2025-01-09 10:55:46.741796,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,55,46
2025-01-09 10:55:47.242454,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,55,47
2025-01-09 10:55:47.743108,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,55,47
2025-01-09 10:55:48.243816,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,55,48
2025-01-09 10:55:48.744173,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,55,48
2025-01-09 10:55:49.244875,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,55,49
2025-01-09 10:55:49.745230,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,55,49
2025-01-09 10:55:50.245883,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,55,50
2025-01-09 10:55:50.746803,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,55,50
2025-01-09 10:55:51.247449,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,55,51
2025-01-09 10:55:51.748117,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,55,51
2025-01-09 10:55:52.248819,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,55,52
2025-01-09 10:55:52.749208,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,55,52
2025-01-09 10:55:53.249558,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,55,53
2025-01-09 10:55:53.750196,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,55,53
2025-01-09 10:55:54.250904,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,55,54
2025-01-09 10:55:54.751551,"['152.00', '0.74', '24.22']",152.0,0.74,24.22,2025,January,Thursday,10,55,54
2025-01-09 10:55:55.252203,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,55,55
2025-01-09 10:55:55.752908,"['152.00', '0.74', '24.22']",152.0,0.74,24.22,2025,January,Thursday,10,55,55
2025-01-09 10:55:56.253561,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,55,56
2025-01-09 10:55:56.754145,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,55,56
2025-01-09 10:55:57.254848,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,55,57
2025-01-09 10:55:57.755506,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,55,57
2025-01-09 10:55:58.256159,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,55,58
2025-01-09 10:55:58.756874,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,55,58
2025-01-09 10:55:59.257528,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,55,59
2025-01-09 10:55:59.758217,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,55,59
2025-01-09 10:56:00.258912,"['152.00', '0.74', '24.22']",152.0,0.74,24.22,2025,January,Thursday,10,56,0
2025-01-09 10:56:00.759272,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,56,0
2025-01-09 10:56:01.259975,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,56,1
2025-01-09 10:56:01.760669,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,56,1
2025-01-09 10:56:02.261081,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,56,2
2025-01-09 10:56:02.761739,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,56,2
2025-01-09 10:56:03.262384,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,56,3
2025-01-09 10:56:03.763079,"['151.00', '0.74', '23.73']",151.0,0.74,23.73,2025,January,Thursday,10,56,3
