2025-01-13 19:52:07.276182,"['147.00', '0.72', '21.78']"
2025-01-13 19:52:08.276838,"['147.00', '0.72', '21.78']"
2025-01-13 19:52:09.277424,"['147.00', '0.72', '21.78']"
2025-01-13 19:52:10.278082,"['147.00', '0.72', '21.78']"
2025-01-13 19:52:11.278737,"['147.00', '0.72', '21.78']"
2025-01-13 19:52:12.279391,"['147.00', '0.72', '21.78']"
2025-01-13 19:52:13.280051,"['147.00', '0.72', '21.78']"
2025-01-13 19:52:14.280643,"['147.00', '0.72', '21.78']"
2025-01-13 19:52:15.281373,"['146.00', '0.71', '21.29']"
2025-01-13 19:52:16.282027,"['147.00', '0.72', '21.78']"
2025-01-13 19:52:17.282686,"['146.00', '0.71', '21.29']"
2025-01-13 19:52:18.283393,"['146.00', '0.71', '21.29']"
2025-01-13 19:52:19.284054,"['147.00', '0.72', '21.78']"
2025-01-13 19:52:20.284710,"['147.00', '0.72', '21.78']"
2025-01-13 19:52:21.285445,"['147.00', '0.72', '21.78']"
2025-01-13 19:52:22.286112,"['147.00', '0.72', '21.78']"
2025-01-13 19:52:23.286768,"['147.00', '0.72', '21.78']"
2025-01-13 19:52:24.287494,"['147.00', '0.72', '21.78']"
