2025-01-13 19:50:25.210095,"['147.00', '0.72', '21.78']"
2025-01-13 19:50:26.210541,"['146.00', '0.71', '21.29']"
2025-01-13 19:50:27.211104,"['147.00', '0.72', '21.78']"
2025-01-13 19:50:28.211686,"['147.00', '0.72', '21.78']"
2025-01-13 19:50:29.212410,"['147.00', '0.72', '21.78']"
2025-01-13 19:50:30.213200,"['147.00', '0.72', '21.78']"
2025-01-13 19:50:31.214033,"['147.00', '0.72', '21.78']"
2025-01-13 19:50:32.214796,"['147.00', '0.72', '21.78']"
2025-01-13 19:50:33.215634,"['147.00', '0.72', '21.78']"
2025-01-13 19:50:34.216446,"['146.00', '0.71', '21.29']"
2025-01-13 19:50:35.217108,"['147.00', '0.72', '21.78']"
2025-01-13 19:50:36.217901,"['147.00', '0.72', '21.78']"
2025-01-13 19:50:37.218725,"['147.00', '0.72', '21.78']"
2025-01-13 19:50:38.219549,"['147.00', '0.72', '21.78']"
2025-01-13 19:50:39.220256,"['146.00', '0.71', '21.29']"
2025-01-13 19:50:40.220840,"['147.00', '0.72', '21.78']"
2025-01-13 19:50:41.221133,"['147.00', '0.72', '21.78']"
2025-01-13 19:50:42.221799,"['147.00', '0.72', '21.78']"
2025-01-13 19:50:43.222463,"['146.00', '0.71', '21.29']"
2025-01-13 19:50:44.223041,"['147.00', '0.72', '21.78']"
2025-01-13 19:50:45.223619,"['146.00', '0.71', '21.29']"
2025-01-13 19:50:46.223914,"['147.00', '0.72', '21.78']"
2025-01-13 19:50:47.224522,"['147.00', '0.72', '21.78']"
2025-01-13 19:50:48.225187,"['147.00', '0.72', '21.78']"
2025-01-13 19:50:49.225811,"['147.00', '0.72', '21.78']"
2025-01-13 19:50:50.226168,"['147.00', '0.72', '21.78']"
2025-01-13 19:50:51.226780,"['147.00', '0.72', '21.78']"
2025-01-13 19:50:52.227492,"['147.00', '0.72', '21.78']"
2025-01-13 19:50:53.227853,"['146.00', '0.71', '21.29']"
2025-01-13 19:50:54.228576,"['146.00', '0.71', '21.29']"
2025-01-13 19:50:55.229305,"['147.00', '0.72', '21.78']"
2025-01-13 19:50:56.229975,"['147.00', '0.72', '21.78']"
2025-01-13 19:50:57.230656,"['147.00', '0.72', '21.78']"
2025-01-13 19:50:58.231407,"['147.00', '0.72', '21.78']"
2025-01-13 19:50:59.232101,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:00.232792,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:01.233241,"['146.00', '0.71', '21.29']"
2025-01-13 19:51:02.233634,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:03.234349,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:04.235050,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:05.235709,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:06.236450,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:07.237273,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:08.237656,"['146.00', '0.71', '21.29']"
2025-01-13 19:51:09.238061,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:10.238782,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:11.239545,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:12.240323,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:13.241107,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:14.241534,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:15.242004,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:16.242357,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:17.243017,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:18.243724,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:19.244454,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:20.245125,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:21.245844,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:22.246559,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:23.247269,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:24.247925,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:25.248666,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:26.249388,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:27.250057,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:28.250728,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:29.251441,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:30.252109,"['146.00', '0.71', '21.29']"
2025-01-13 19:51:31.252781,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:32.253500,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:33.254210,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:34.254880,"['146.00', '0.71', '21.29']"
2025-01-13 19:51:35.255608,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:36.256340,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:37.256705,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:38.257420,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:39.258089,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:40.258763,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:41.259492,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:42.260210,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:43.260897,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:44.261270,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:45.261905,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:46.262600,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:47.263318,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:48.263970,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:49.264625,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:50.265345,"['146.00', '0.71', '21.29']"
2025-01-13 19:51:51.265709,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:52.266415,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:53.267078,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:54.267750,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:55.268388,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:56.268921,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:57.269630,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:58.270270,"['147.00', '0.72', '21.78']"
2025-01-13 19:51:59.270906,"['146.00', '0.71', '21.29']"
2025-01-13 19:52:00.271627,"['147.00', '0.72', '21.78']"
2025-01-13 19:52:01.272338,"['146.00', '0.71', '21.29']"
2025-01-13 19:52:02.273028,"['147.00', '0.72', '21.78']"
2025-01-13 19:52:03.273676,"['147.00', '0.72', '21.78']"
2025-01-13 19:52:04.274436,"['147.00', '0.72', '21.78']"
2025-01-13 19:52:05.274792,"['147.00', '0.72', '21.78']"
2025-01-13 19:52:06.275488,"['147.00', '0.72', '21.78']"
